#Note:B; Temperature:25°C
#f[Hz] Re(Z/Zc) Im(Z/Zc)
1208 3.16880119e-1 -2.37903547e-1
1210 3.38548661e-1 -2.22525532e-1
1212 3.62738669e-1 -2.09286608e-1
1214 3.89440453e-1 -1.98986997e-1
1216 4.18422394e-1 -1.92587213e-1
1218 4.49117041e-1 -1.91162678e-1
1220 4.80499792e-1 -1.95789741e-1
1222 5.11001388e-1 -2.07340143e-1
1224 5.38523257e-1 -2.26187149e-1
1226 5.60633956e-1 -2.51883238e-1
1228 5.74981568e-1 -2.82940212e-1
1230 5.79845777e-1 -3.16872038e-1
1232 5.74625673e-1 -3.50582297e-1
1234 5.60028220e-1 -3.80998320e-1
1236 5.37855595e-1 -4.05697117e-1
1238 5.10503923e-1 -4.23273076e-1
1240 4.80411828e-1 -4.33359805e-1
1242 4.49658286e-1 -4.36396119e-1
1244 4.19778999e-1 -4.33298570e-1
1246 3.91761495e-1 -4.25168997e-1
1248 3.66139042e-1 -4.13093455e-1
1250 3.43114864e-1 -3.98033121e-1
1252 3.22676654e-1 -3.80782945e-1
1254 3.04685705e-1 -3.61970866e-1
1256 2.88939258e-1 -3.42076785e-1
1258 2.75210705e-1 -3.21458307e-1
1260 2.63273627e-1 -3.00376333e-1
1262 2.52914957e-1 -2.79017469e-1
1264 2.43941234e-1 -2.57512345e-1
1266 2.36180720e-1 -2.35950002e-1
1268 2.29483173e-1 -2.14388896e-1
1270 2.23718403e-1 -1.92865167e-1
1272 2.18774291e-1 -1.71398792e-1
1274 2.14554662e-1 -1.49998117e-1
1276 2.10977215e-1 -1.28663183e-1
1278 2.07971619e-1 -1.07388147e-1
1280 2.05477824e-1 -8.61630457e-2
1282 2.03444582e-1 -6.49750689e-2
1284 2.01828179e-1 -4.38094736e-2
1286 2.00591346e-1 -2.26502380e-2
1288 1.99702347e-1 -1.48052174e-3
1290 1.99134198e-1 1.97170137e-2
1292 1.98864015e-1 4.09599877e-2
1294 1.98872462e-1 6.22661586e-2
1296 1.99143295e-1 8.36533370e-2
1298 1.99662968e-1 1.05139339e-1
1300 2.00420312e-1 1.26741969e-1
1302 2.01406266e-1 1.48479023e-1
1304 2.02613645e-1 1.70368313e-1
1306 2.04036957e-1 1.92427691e-1
1308 2.05672246e-1 2.14675095e-1
1310 2.07516964e-1 2.37128595e-1
1312 2.09569869e-1 2.59806441e-1
1314 2.11830942e-1 2.82727119e-1
1316 2.14301325e-1 3.05909411e-1
1318 2.16983272e-1 3.29372454e-1
1320 2.19880120e-1 3.53135806e-1
1322 2.22996267e-1 3.77219506e-1
1324 2.26337170e-1 4.01644149e-1
1326 2.29909346e-1 4.26430953e-1
1328 2.33720398e-1 4.51601836e-1
