#Note:F; Temperature:25°C
#f[Hz] Re(Z/Zc) Im(Z/Zc)
826 3.60034627e-1 1.11424089e+0
828 3.79664706e-1 1.17948646e+0
830 4.01289639e-1 1.24803073e+0
832 4.25179449e-1 1.32017140e+0
834 4.51650812e-1 1.39623990e+0
836 4.81076872e-1 1.47660569e+0
838 5.13899495e-1 1.56168104e+0
840 5.50644661e-1 1.65192622e+0
842 5.91941919e-1 1.74785516e+0
844 6.38549126e-1 1.85004111e+0
846 6.91384115e-1 1.95912222e+0
848 7.51565494e-1 2.07580610e+0
850 8.20465528e-1 2.20087229e+0
852 8.99779121e-1 2.33517054e+0
854 9.91614278e-1 2.47961144e+0
856 1.09861127e+0 2.63514349e+0
858 1.22410006e+0 2.80270703e+0
860 1.37230832e+0 2.98314857e+0
862 1.54863502e+0 3.17706823e+0
864 1.76000596e+0 3.38455448e+0
866 2.01532360e+0 3.60472981e+0
868 2.32600594e+0 3.83498098e+0
870 2.70655683e+0 4.06967036e+0
872 3.17498024e+0 4.29801667e+0
874 3.75255533e+0 4.50072055e+0
876 4.46187925e+0 4.64492021e+0
878 5.32100013e+0 4.67760225e+0
880 6.33010169e+0 4.51964606e+0
882 7.44736437e+0 4.06776821e+0
884 8.55786350e+0 3.21925914e+0
886 9.46055572e+0 1.93360605e+0
888 9.91977514e+0 3.10662654e-1
890 9.79087270e+0 -1.39557492e+0
892 9.12157064e+0 -2.88864387e+0
894 8.11553526e+0 -3.98157314e+0
896 7.00193893e+0 -4.64799634e+0
898 5.94125016e+0 -4.96560599e+0
900 5.01033957e+0 -5.04043411e+0
902 4.22845884e+0 -4.96408123e+0
904 3.58588292e+0 -4.80208500e+0
906 3.06235862e+0 -4.59685843e+0
908 2.63628643e+0 -4.37420585e+0
910 2.28839469e+0 -4.14910676e+0
912 2.00273759e+0 -3.92983841e+0
914 1.76658145e+0 -3.72065328e+0
916 1.56992206e+0 -3.52344079e+0
918 1.40494685e+0 -3.33873454e+0
920 1.26555616e+0 -3.16631472e+0
922 1.14697292e+0 -3.00556490e+0
924 1.04543700e+0 -2.85568122e+0
926 9.57970700e-1 -2.71579314e+0
928 8.82200289e-1 -2.58503147e+0
930 8.16220544e-1 -2.46256491e+0
932 7.58491839e-1 -2.34761813e+0
934 7.07761653e-1 -2.23947887e+0
936 6.63004438e-1 -2.13749898e+0
938 6.23375283e-1 -2.04109196e+0
940 5.88173994e-1 -1.94972880e+0
942 5.56817082e-1 -1.86293308e+0
944 5.28815769e-1 -1.78027588e+0
946 5.03758628e-1 -1.70137083e+0
